City,Date,Day temperature,Night temperature
Караганда,29 Мая 2021,+23°,+12°
Караганда,30 Мая 2021,+22°,+11°
Караганда,31 Мая 2021,+22°,+9°
Караганда,1 Июня 2021,+23°,+11°
Караганда,2 Июня 2021,+23°,+11°
Караганда,3 Июня 2021,+23°,+9°
Караганда,4 Июня 2021,+26°,+12°
Караганда,5 Июня 2021,+24°,+12°
Караганда,6 Июня 2021,+24°,+11°
Караганда,7 Июня 2021,+26°,+12°
Караганда,8 Июня 2021,+25°,+12°
Караганда,9 Июня 2021,+23°,+13°
Караганда,10 Июня 2021,+23°,+12°
Караганда,11 Июня 2021,+26°,+13°
Караганда,12 Июня 2021,+24°,+13°
Караганда,13 Июня 2021,+26°,+12°
Караганда,14 Июня 2021,+25°,+12°
Караганда,15 Июня 2021,+24°,+13°
Караганда,16 Июня 2021,+24°,+13°
Караганда,17 Июня 2021,+25°,+13°
Караганда,18 Июня 2021,+27°,+14°
Караганда,19 Июня 2021,+25°,+13°
Караганда,20 Июня 2021,+26°,+13°
Караганда,21 Июня 2021,+26°,+14°
Караганда,22 Июня 2021,+26°,+14°
Караганда,23 Июня 2021,+26°,+13°
Караганда,24 Июня 2021,+26°,+13°
Караганда,25 Июня 2021,+28°,+14°
Караганда,26 Июня 2021,+28°,+14°
Караганда,27 Июня 2021,+25°,+13°
Караганда,28 Июня 2021,+25°,+13°
Караганда,29 Июня 2021,+25°,+12°
Караганда,30 Июня 2021,+26°,+13°
Караганда,1 Июля 2021,+27°,+15°
Караганда,2 Июля 2021,+26°,+14°
Караганда,3 Июля 2021,+24°,+15°
Караганда,4 Июля 2021,+24°,+12°
Караганда,5 Июля 2021,+25°,+13°
Караганда,6 Июля 2021,+28°,+14°
Караганда,7 Июля 2021,+27°,+15°
Караганда,8 Июля 2021,+26°,+14°
Караганда,9 Июля 2021,+27°,+14°
Караганда,10 Июля 2021,+26°,+14°
Караганда,11 Июля 2021,+27°,+15°
Караганда,12 Июля 2021,+28°,+15°
Караганда,13 Июля 2021,+27°,+15°
Караганда,14 Июля 2021,+27°,+15°
Караганда,15 Июля 2021,+26°,+15°
Караганда,16 Июля 2021,+25°,+15°
Караганда,17 Июля 2021,+26°,+15°
Караганда,18 Июля 2021,+28°,+15°
Караганда,19 Июля 2021,+27°,+14°
Караганда,20 Июля 2021,+28°,+15°
Караганда,21 Июля 2021,+27°,+17°
Караганда,22 Июля 2021,+24°,+14°
Караганда,23 Июля 2021,+25°,+12°
Караганда,24 Июля 2021,+26°,+13°
Караганда,25 Июля 2021,+27°,+14°
Караганда,26 Июля 2021,+27°,+15°
Караганда,27 Июля 2021,+26°,+14°
Караганда,28 Июля 2021,+26°,+14°
Караганда,29 Июля 2021,+26°,+14°
Караганда,30 Июля 2021,+26°,+13°
Караганда,31 Июля 2021,+28°,+14°
Караганда,1 Августа 2021,+27°,+15°
Караганда,2 Августа 2021,+27°,+15°
Караганда,3 Августа 2021,+27°,+14°
Караганда,4 Августа 2021,+27°,+14°
Караганда,5 Августа 2021,+27°,+14°
Караганда,6 Августа 2021,+28°,+15°
Караганда,7 Августа 2021,+28°,+15°
Караганда,8 Августа 2021,+27°,+14°
Караганда,9 Августа 2021,+26°,+13°
Караганда,10 Августа 2021,+25°,+12°
Караганда,11 Августа 2021,+25°,+11°
Караганда,12 Августа 2021,+25°,+12°
Караганда,13 Августа 2021,+25°,+12°
Караганда,14 Августа 2021,+25°,+13°
Караганда,15 Августа 2021,+24°,+12°
Караганда,16 Августа 2021,+25°,+11°
Караганда,17 Августа 2021,+26°,+12°
Караганда,18 Августа 2021,+26°,+13°
Караганда,19 Августа 2021,+27°,+14°
Караганда,20 Августа 2021,+26°,+15°
Караганда,21 Августа 2021,+24°,+13°
Караганда,22 Августа 2021,+24°,+12°
Караганда,23 Августа 2021,+26°,+11°
Караганда,24 Августа 2021,+25°,+13°
Караганда,25 Августа 2021,+24°,+13°
Караганда,26 Августа 2021,+22°,+12°
Караганда,27 Августа 2021,+23°,+11°
Караганда,28 Августа 2021,+24°,+10°
Караганда,29 Августа 2021,+24°,+12°
Караганда,30 Августа 2021,+24°,+11°
Караганда,31 Августа 2021,+24°,+12°
Караганда,1 Сентября 2021,+23°,+10°
Караганда,2 Сентября 2021,+22°,+10°
Караганда,3 Сентября 2021,+20°,+8°
Караганда,4 Сентября 2021,+20°,+6°
Караганда,5 Сентября 2021,+21°,+7°
Караганда,6 Сентября 2021,+20°,+6°
Караганда,7 Сентября 2021,+20°,+7°
Караганда,8 Сентября 2021,+22°,+8°
Караганда,9 Сентября 2021,+21°,+8°
Караганда,10 Сентября 2021,+21°,+8°
Караганда,11 Сентября 2021,+20°,+8°
Караганда,12 Сентября 2021,+18°,+6°
Караганда,13 Сентября 2021,+18°,+6°
Караганда,14 Сентября 2021,+20°,+8°
Караганда,15 Сентября 2021,+19°,+7°
Караганда,16 Сентября 2021,+20°,+9°
Караганда,17 Сентября 2021,+19°,+9°
Караганда,18 Сентября 2021,+18°,+8°
Караганда,19 Сентября 2021,+18°,+7°
Караганда,20 Сентября 2021,+18°,+7°
Караганда,21 Сентября 2021,+17°,+8°
Караганда,22 Сентября 2021,+15°,+6°
Караганда,23 Сентября 2021,+15°,+5°
Караганда,24 Сентября 2021,+14°,+4°
Караганда,25 Сентября 2021,+15°,+3°
Караганда,26 Сентября 2021,+16°,+4°
Караганда,27 Сентября 2021,+16°,+5°
Караганда,28 Сентября 2021,+14°,+4°
Караганда,29 Сентября 2021,+13°,+4°
Караганда,30 Сентября 2021,+15°,+3°
Караганда,1 Октября 2021,+15°,+5°
Караганда,2 Октября 2021,+15°,+5°
Караганда,3 Октября 2021,+14°,+5°
Караганда,4 Октября 2021,+13°,+3°
Караганда,5 Октября 2021,+11°,+1°
Караганда,6 Октября 2021,+13°,+1°
Караганда,7 Октября 2021,+12°,+2°
Караганда,8 Октября 2021,+13°,+1°
Караганда,9 Октября 2021,+13°,+3°
Караганда,10 Октября 2021,+12°,+2°
Караганда,11 Октября 2021,+12°,+4°
Караганда,12 Октября 2021,+11°,+2°
Караганда,13 Октября 2021,+11°,+2°
Караганда,14 Октября 2021,+11°,+3°
Караганда,15 Октября 2021,+11°,+2°
Караганда,16 Октября 2021,+11°,+2°
Караганда,17 Октября 2021,+11°,+3°
Караганда,18 Октября 2021,+10°,+2°
Караганда,19 Октября 2021,+8°,-1°
Караганда,20 Октября 2021,+8°,+1°
Караганда,21 Октября 2021,+9°,0°
Караганда,22 Октября 2021,+6°,0°
Караганда,23 Октября 2021,+6°,-2°
Караганда,24 Октября 2021,+4°,-2°
Караганда,25 Октября 2021,+6°,-2°
Караганда,26 Октября 2021,+4°,-2°
Караганда,27 Октября 2021,+5°,-2°
Караганда,28 Октября 2021,+5°,-1°
Караганда,29 Октября 2021,+6°,-2°
Караганда,30 Октября 2021,+7°,-1°
Караганда,31 Октября 2021,+6°,-2°
Караганда,1 Ноября 2021,+6°,0°
Караганда,2 Ноября 2021,+6°,-1°
Караганда,3 Ноября 2021,+4°,-1°
Караганда,4 Ноября 2021,+4°,-2°
Караганда,5 Ноября 2021,+3°,-3°
Караганда,6 Ноября 2021,+4°,-2°
Караганда,7 Ноября 2021,+2°,-2°
Караганда,8 Ноября 2021,+1°,-4°
Караганда,9 Ноября 2021,-1°,-6°
Караганда,10 Ноября 2021,-2°,-6°
Караганда,11 Ноября 2021,-2°,-7°
Караганда,12 Ноября 2021,-2°,-7°
Караганда,13 Ноября 2021,-1°,-6°
Караганда,14 Ноября 2021,-3°,-7°
Караганда,15 Ноября 2021,-4°,-9°
Караганда,16 Ноября 2021,-4°,-9°
Караганда,17 Ноября 2021,-3°,-10°
Караганда,18 Ноября 2021,-5°,-9°
Караганда,19 Ноября 2021,-6°,-12°
Караганда,20 Ноября 2021,-8°,-14°
Караганда,21 Ноября 2021,-6°,-14°
Караганда,22 Ноября 2021,-5°,-12°
Караганда,23 Ноября 2021,-4°,-11°
Караганда,24 Ноября 2021,-5°,-11°
Караганда,25 Ноября 2021,-4°,-10°
Караганда,26 Ноября 2021,-5°,-10°
Караганда,27 Ноября 2021,-5°,-10°
Караганда,28 Ноября 2021,-4°,-11°
Караганда,29 Ноября 2021,-5°,-10°
Караганда,30 Ноября 2021,-6°,-11°
Караганда,1 Декабря 2021,-5°,-12°
Караганда,2 Декабря 2021,-6°,-10°
Караганда,3 Декабря 2021,-5°,-11°
Караганда,4 Декабря 2021,-5°,-10°
Караганда,5 Декабря 2021,-6°,-11°
Караганда,6 Декабря 2021,-7°,-11°
Караганда,7 Декабря 2021,-6°,-12°
Караганда,8 Декабря 2021,-7°,-12°
Караганда,9 Декабря 2021,-7°,-11°
Караганда,10 Декабря 2021,-9°,-14°
Караганда,11 Декабря 2021,-9°,-15°
Караганда,12 Декабря 2021,-9°,-14°
Караганда,13 Декабря 2021,-10°,-16°
Караганда,14 Декабря 2021,-9°,-14°
Караганда,15 Декабря 2021,-9°,-13°
Караганда,16 Декабря 2021,-9°,-14°
Караганда,17 Декабря 2021,-10°,-16°
Караганда,18 Декабря 2021,-11°,-17°
Караганда,19 Декабря 2021,-10°,-16°
Караганда,20 Декабря 2021,-10°,-15°
Караганда,21 Декабря 2021,-12°,-17°
Караганда,22 Декабря 2021,-12°,-18°
Караганда,23 Декабря 2021,-10°,-16°
Караганда,24 Декабря 2021,-10°,-16°
Караганда,25 Декабря 2021,-9°,-16°
Караганда,26 Декабря 2021,-9°,-15°
Караганда,27 Декабря 2021,-10°,-16°
Караганда,28 Декабря 2021,-9°,-16°
Караганда,29 Декабря 2021,-7°,-12°
Караганда,30 Декабря 2021,-10°,-12°
Караганда,31 Декабря 2021,-11°,-16°
Кызылорда,Сегодня 1 Мая 2021,+22°,+12°
Кызылорда,2 Мая 2021,+26°,+15°
Кызылорда,3 Мая 2021,+29°,+15°
Кызылорда,4 Мая 2021,+30°,+19°
Кызылорда,5 Мая 2021,+31°,+20°
Кызылорда,6 Мая 2021,+32°,+23°
Кызылорда,7 Мая 2021,+33°,+22°
Кызылорда,8 Мая 2021,+33°,+21°
Кызылорда,9 Мая 2021,+32°,+23°
Кызылорда,10 Мая 2021,+27°,+20°
Кызылорда,11 Мая 2021,+30°,+24°
Кызылорда,12 Мая 2021,+29°,+23°
Кызылорда,13 Мая 2021,+30°,+24°
Кызылорда,14 Мая 2021,+32°,+25°
Кызылорда,15 Мая 2021,+28°,+16°
Кызылорда,16 Мая 2021,+28°,+17°
Кызылорда,17 Мая 2021,+29°,+17°
Кызылорда,18 Мая 2021,+28°,+15°
Кызылорда,19 Мая 2021,+28°,+14°
Кызылорда,20 Мая 2021,+28°,+15°
Кызылорда,21 Мая 2021,+27°,+14°
Кызылорда,22 Мая 2021,+29°,+16°
Кызылорда,23 Мая 2021,+29°,+16°
Кызылорда,24 Мая 2021,+30°,+15°
Кызылорда,25 Мая 2021,+31°,+18°
Кызылорда,26 Мая 2021,+31°,+16°
Кызылорда,27 Мая 2021,+32°,+18°
Кызылорда,28 Мая 2021,+33°,+19°
Кызылорда,29 Мая 2021,+33°,+20°
Кызылорда,30 Мая 2021,+31°,+18°
Кызылорда,31 Мая 2021,+33°,+19°
Кызылорда,1 Июня 2021,+32°,+20°
Кызылорда,2 Июня 2021,+31°,+19°
Кызылорда,3 Июня 2021,+33°,+19°
Кызылорда,4 Июня 2021,+33°,+19°
Кызылорда,5 Июня 2021,+32°,+19°
Кызылорда,6 Июня 2021,+32°,+19°
Кызылорда,7 Июня 2021,+34°,+19°
Кызылорда,8 Июня 2021,+33°,+19°
Кызылорда,9 Июня 2021,+33°,+19°
Кызылорда,10 Июня 2021,+32°,+19°
Кызылорда,11 Июня 2021,+34°,+21°
Кызылорда,12 Июня 2021,+34°,+21°
Кызылорда,13 Июня 2021,+34°,+20°
Кызылорда,14 Июня 2021,+33°,+19°
Кызылорда,15 Июня 2021,+34°,+21°
Кызылорда,16 Июня 2021,+33°,+21°
Кызылорда,17 Июня 2021,+34°,+20°
Кызылорда,18 Июня 2021,+34°,+22°
Кызылорда,19 Июня 2021,+35°,+22°
Кызылорда,20 Июня 2021,+35°,+21°
Кызылорда,21 Июня 2021,+35°,+21°
Кызылорда,22 Июня 2021,+35°,+21°
Кызылорда,23 Июня 2021,+34°,+21°
Кызылорда,24 Июня 2021,+34°,+21°
Кызылорда,25 Июня 2021,+34°,+20°
Кызылорда,26 Июня 2021,+35°,+20°
Кызылорда,27 Июня 2021,+33°,+19°
Кызылорда,28 Июня 2021,+33°,+20°
Кызылорда,29 Июня 2021,+35°,+22°
Кызылорда,30 Июня 2021,+36°,+22°
Кызылорда,1 Июля 2021,+36°,+22°
Кызылорда,2 Июля 2021,+34°,+20°
Кызылорда,3 Июля 2021,+33°,+19°
Кызылорда,4 Июля 2021,+34°,+22°
Кызылорда,5 Июля 2021,+34°,+21°
Кызылорда,6 Июля 2021,+36°,+22°
Кызылорда,7 Июля 2021,+37°,+23°
Кызылорда,8 Июля 2021,+37°,+22°
Кызылорда,9 Июля 2021,+37°,+23°
Кызылорда,10 Июля 2021,+36°,+22°
Кызылорда,11 Июля 2021,+37°,+21°
Кызылорда,12 Июля 2021,+36°,+22°
Кызылорда,13 Июля 2021,+35°,+22°
Кызылорда,14 Июля 2021,+35°,+22°
Кызылорда,15 Июля 2021,+35°,+22°
Кызылорда,16 Июля 2021,+36°,+22°
Кызылорда,17 Июля 2021,+35°,+22°
Кызылорда,18 Июля 2021,+36°,+22°
Кызылорда,19 Июля 2021,+36°,+23°
Кызылорда,20 Июля 2021,+38°,+22°
Кызылорда,21 Июля 2021,+35°,+22°
Кызылорда,22 Июля 2021,+35°,+22°
Кызылорда,23 Июля 2021,+34°,+21°
Кызылорда,24 Июля 2021,+35°,+21°
Кызылорда,25 Июля 2021,+35°,+22°
Кызылорда,26 Июля 2021,+36°,+20°
Кызылорда,27 Июля 2021,+36°,+22°
Кызылорда,28 Июля 2021,+34°,+21°
Кызылорда,29 Июля 2021,+34°,+20°
Кызылорда,30 Июля 2021,+35°,+19°
Кызылорда,31 Июля 2021,+36°,+21°
Кызылорда,1 Августа 2021,+35°,+21°
Кызылорда,2 Августа 2021,+35°,+21°
Кызылорда,3 Августа 2021,+35°,+20°
Кызылорда,4 Августа 2021,+35°,+21°
Кызылорда,5 Августа 2021,+37°,+21°
Кызылорда,6 Августа 2021,+38°,+21°
Кызылорда,7 Августа 2021,+36°,+21°
Кызылорда,8 Августа 2021,+35°,+21°
Кызылорда,9 Августа 2021,+35°,+21°
Кызылорда,10 Августа 2021,+34°,+20°
Кызылорда,11 Августа 2021,+32°,+19°
Кызылорда,12 Августа 2021,+33°,+18°
Кызылорда,13 Августа 2021,+33°,+20°
Кызылорда,14 Августа 2021,+33°,+19°
Кызылорда,15 Августа 2021,+33°,+20°
Кызылорда,16 Августа 2021,+33°,+20°
Кызылорда,17 Августа 2021,+34°,+20°
Кызылорда,18 Августа 2021,+35°,+21°
Кызылорда,19 Августа 2021,+34°,+22°
Кызылорда,20 Августа 2021,+34°,+20°
Кызылорда,21 Августа 2021,+34°,+21°
Кызылорда,22 Августа 2021,+33°,+19°
Кызылорда,23 Августа 2021,+32°,+18°
Кызылорда,24 Августа 2021,+32°,+18°
Кызылорда,25 Августа 2021,+30°,+17°
Кызылорда,26 Августа 2021,+30°,+16°
Кызылорда,27 Августа 2021,+30°,+15°
Кызылорда,28 Августа 2021,+31°,+15°
Кызылорда,29 Августа 2021,+30°,+14°
Кызылорда,30 Августа 2021,+30°,+15°
Кызылорда,31 Августа 2021,+31°,+15°
Кызылорда,1 Сентября 2021,+31°,+16°
Кызылорда,2 Сентября 2021,+30°,+16°
Кызылорда,3 Сентября 2021,+28°,+16°
Кызылорда,4 Сентября 2021,+28°,+15°
Кызылорда,5 Сентября 2021,+27°,+14°
Кызылорда,6 Сентября 2021,+28°,+14°
Кызылорда,7 Сентября 2021,+29°,+13°
Кызылорда,8 Сентября 2021,+29°,+14°
Кызылорда,9 Сентября 2021,+28°,+14°
Кызылорда,10 Сентября 2021,+29°,+13°
Кызылорда,11 Сентября 2021,+28°,+14°
Кызылорда,12 Сентября 2021,+25°,+12°
Кызылорда,13 Сентября 2021,+25°,+11°
Кызылорда,14 Сентября 2021,+27°,+12°
Кызылорда,15 Сентября 2021,+26°,+13°
Кызылорда,16 Сентября 2021,+27°,+12°
Кызылорда,17 Сентября 2021,+26°,+12°
Кызылорда,18 Сентября 2021,+26°,+11°
Кызылорда,19 Сентября 2021,+26°,+11°
Кызылорда,20 Сентября 2021,+25°,+11°
Кызылорда,21 Сентября 2021,+25°,+10°
Кызылорда,22 Сентября 2021,+25°,+12°
Кызылорда,23 Сентября 2021,+24°,+11°
Кызылорда,24 Сентября 2021,+24°,+11°
Кызылорда,25 Сентября 2021,+24°,+10°
Кызылорда,26 Сентября 2021,+24°,+11°
Кызылорда,27 Сентября 2021,+24°,+11°
Кызылорда,28 Сентября 2021,+22°,+9°
Кызылорда,29 Сентября 2021,+20°,+9°
Кызылорда,30 Сентября 2021,+22°,+10°
Кызылорда,1 Октября 2021,+22°,+9°
Кызылорда,2 Октября 2021,+23°,+11°
Кызылорда,3 Октября 2021,+21°,+11°
Кызылорда,4 Октября 2021,+22°,+11°
Кызылорда,5 Октября 2021,+21°,+10°
Кызылорда,6 Октября 2021,+19°,+9°
Кызылорда,7 Октября 2021,+20°,+7°
Кызылорда,8 Октября 2021,+19°,+7°
Кызылорда,9 Октября 2021,+18°,+6°
Кызылорда,10 Октября 2021,+19°,+6°
Кызылорда,11 Октября 2021,+19°,+8°
Кызылорда,12 Октября 2021,+20°,+8°
Кызылорда,13 Октября 2021,+18°,+7°
Кызылорда,14 Октября 2021,+17°,+5°
Кызылорда,15 Октября 2021,+18°,+7°
Кызылорда,16 Октября 2021,+18°,+6°
Кызылорда,17 Октября 2021,+19°,+8°
Кызылорда,18 Октября 2021,+17°,+7°
Кызылорда,19 Октября 2021,+16°,+6°
Кызылорда,20 Октября 2021,+17°,+6°
Кызылорда,21 Октября 2021,+16°,+6°
Кызылорда,22 Октября 2021,+14°,+4°
Кызылорда,23 Октября 2021,+13°,+3°
Кызылорда,24 Октября 2021,+13°,+2°
Кызылорда,25 Октября 2021,+14°,+3°
Кызылорда,26 Октября 2021,+13°,+3°
Кызылорда,27 Октября 2021,+13°,+4°
Кызылорда,28 Октября 2021,+11°,+3°
Кызылорда,29 Октября 2021,+12°,+2°
Кызылорда,30 Октября 2021,+14°,+3°
Кызылорда,31 Октября 2021,+15°,+4°
Кызылорда,1 Ноября 2021,+14°,+5°
Кызылорда,2 Ноября 2021,+13°,+4°
Кызылорда,3 Ноября 2021,+12°,+4°
Кызылорда,4 Ноября 2021,+11°,+3°
Кызылорда,5 Ноября 2021,+10°,+3°
Кызылорда,6 Ноября 2021,+11°,+3°
Кызылорда,7 Ноября 2021,+11°,+4°
Кызылорда,8 Ноября 2021,+9°,+1°
Кызылорда,9 Ноября 2021,+9°,+1°
Кызылорда,10 Ноября 2021,+8°,+1°
Кызылорда,11 Ноября 2021,+8°,0°
Кызылорда,12 Ноября 2021,+7°,-1°
Кызылорда,13 Ноября 2021,+7°,-2°
Кызылорда,14 Ноября 2021,+7°,-2°
Кызылорда,15 Ноября 2021,+6°,-2°
Кызылорда,16 Ноября 2021,+5°,-3°
Кызылорда,17 Ноября 2021,+6°,-3°
Кызылорда,18 Ноября 2021,+5°,-3°
Кызылорда,19 Ноября 2021,+4°,-3°
Кызылорда,20 Ноября 2021,+3°,-4°
Кызылорда,21 Ноября 2021,+2°,-5°
Кызылорда,22 Ноября 2021,+3°,-4°
Кызылорда,23 Ноября 2021,+3°,-4°
Кызылорда,24 Ноября 2021,+4°,-3°
Кызылорда,25 Ноября 2021,+5°,-4°
Кызылорда,26 Ноября 2021,+4°,-4°
Кызылорда,27 Ноября 2021,+5°,-4°
Кызылорда,28 Ноября 2021,+5°,-2°
Кызылорда,29 Ноября 2021,+4°,-3°
Кызылорда,30 Ноября 2021,+4°,-4°
Кызылорда,1 Декабря 2021,+3°,-3°
Кызылорда,2 Декабря 2021,+4°,-3°
Кызылорда,3 Декабря 2021,+3°,-2°
Кызылорда,4 Декабря 2021,+3°,-3°
Кызылорда,5 Декабря 2021,+1°,-4°
Кызылорда,6 Декабря 2021,+1°,-6°
Кызылорда,7 Декабря 2021,+1°,-6°
Кызылорда,8 Декабря 2021,+1°,-7°
Кызылорда,9 Декабря 2021,0°,-6°
Кызылорда,10 Декабря 2021,0°,-6°
Кызылорда,11 Декабря 2021,0°,-7°
Кызылорда,12 Декабря 2021,-1°,-8°
Кызылорда,13 Декабря 2021,-1°,-7°
Кызылорда,14 Декабря 2021,0°,-6°
Кызылорда,15 Декабря 2021,-1°,-5°
Кызылорда,16 Декабря 2021,-1°,-7°
Кызылорда,17 Декабря 2021,-2°,-8°
Кызылорда,18 Декабря 2021,-2°,-9°
Кызылорда,19 Декабря 2021,-2°,-8°
Кызылорда,20 Декабря 2021,-2°,-8°
Кызылорда,21 Декабря 2021,-3°,-9°
Кызылорда,22 Декабря 2021,-3°,-8°
Кызылорда,23 Декабря 2021,-2°,-8°
Кызылорда,24 Декабря 2021,-1°,-7°
Кызылорда,25 Декабря 2021,-1°,-7°
Кызылорда,26 Декабря 2021,-1°,-7°
Кызылорда,27 Декабря 2021,0°,-7°
Кызылорда,28 Декабря 2021,+1°,-5°
Кызылорда,29 Декабря 2021,0°,-5°
Кызылорда,30 Декабря 2021,0°,-6°
Кызылорда,31 Декабря 2021,-1°,-7°
Нур-Султан,Сегодня 1 Мая 2021,+16°,+6°
Нур-Султан,2 Мая 2021,+21°,+6°
Нур-Султан,3 Мая 2021,+23°,+10°
Нур-Султан,4 Мая 2021,+19°,+6°
Нур-Султан,5 Мая 2021,+25°,+8°
Нур-Султан,6 Мая 2021,+29°,+12°
Нур-Султан,7 Мая 2021,+23°,+11°
Нур-Султан,8 Мая 2021,+24°,+12°
Нур-Султан,9 Мая 2021,+26°,+12°
Нур-Султан,10 Мая 2021,+25°,+15°
Нур-Султан,11 Мая 2021,+26°,+18°
Нур-Султан,12 Мая 2021,+27°,+19°
Нур-Султан,13 Мая 2021,+28°,+20°
Нур-Султан,14 Мая 2021,+28°,+21°
Нур-Султан,15 Мая 2021,+20°,+9°
Нур-Султан,16 Мая 2021,+20°,+8°
Нур-Султан,17 Мая 2021,+20°,+8°
Нур-Султан,18 Мая 2021,+18°,+9°
Нур-Султан,19 Мая 2021,+17°,+8°
Нур-Султан,20 Мая 2021,+19°,+8°
Нур-Султан,21 Мая 2021,+19°,+8°
Нур-Султан,22 Мая 2021,+20°,+9°
Нур-Султан,23 Мая 2021,+21°,+10°
Нур-Султан,24 Мая 2021,+22°,+10°
Нур-Султан,25 Мая 2021,+22°,+11°
Нур-Султан,26 Мая 2021,+23°,+11°
Нур-Султан,27 Мая 2021,+24°,+10°
Нур-Султан,28 Мая 2021,+25°,+13°
Нур-Султан,29 Мая 2021,+23°,+14°
Нур-Султан,30 Мая 2021,+22°,+13°
Нур-Султан,31 Мая 2021,+23°,+11°
Нур-Султан,1 Июня 2021,+23°,+13°
Нур-Султан,2 Июня 2021,+24°,+12°
Нур-Султан,3 Июня 2021,+25°,+13°
Нур-Султан,4 Июня 2021,+26°,+14°
Нур-Султан,5 Июня 2021,+24°,+13°
Нур-Султан,6 Июня 2021,+25°,+13°
Нур-Султан,7 Июня 2021,+26°,+14°
Нур-Султан,8 Июня 2021,+25°,+14°
Нур-Султан,9 Июня 2021,+23°,+12°
Нур-Султан,10 Июня 2021,+25°,+12°
Нур-Султан,11 Июня 2021,+27°,+14°
Нур-Султан,12 Июня 2021,+25°,+14°
Нур-Султан,13 Июня 2021,+26°,+13°
Нур-Султан,14 Июня 2021,+26°,+12°
Нур-Султан,15 Июня 2021,+25°,+14°
Нур-Султан,16 Июня 2021,+24°,+13°
Нур-Султан,17 Июня 2021,+26°,+13°
Нур-Султан,18 Июня 2021,+27°,+14°
Нур-Султан,19 Июня 2021,+27°,+14°
Нур-Султан,20 Июня 2021,+27°,+14°
Нур-Султан,21 Июня 2021,+27°,+15°
Нур-Султан,22 Июня 2021,+26°,+14°
Нур-Султан,23 Июня 2021,+26°,+14°
Нур-Султан,24 Июня 2021,+27°,+14°
Нур-Султан,25 Июня 2021,+28°,+16°
Нур-Султан,26 Июня 2021,+27°,+16°
Нур-Султан,27 Июня 2021,+25°,+14°
Нур-Султан,28 Июня 2021,+25°,+13°
Нур-Султан,29 Июня 2021,+25°,+14°
Нур-Султан,30 Июня 2021,+27°,+15°
Нур-Султан,1 Июля 2021,+26°,+16°
Нур-Султан,2 Июля 2021,+26°,+15°
Нур-Султан,3 Июля 2021,+24°,+14°
Нур-Султан,4 Июля 2021,+25°,+13°
Нур-Султан,5 Июля 2021,+26°,+14°
Нур-Султан,6 Июля 2021,+28°,+15°
Нур-Султан,7 Июля 2021,+27°,+15°
Нур-Султан,8 Июля 2021,+27°,+15°
Нур-Султан,9 Июля 2021,+28°,+16°
Нур-Султан,10 Июля 2021,+27°,+16°
Нур-Султан,11 Июля 2021,+29°,+15°
Нур-Султан,12 Июля 2021,+29°,+16°
Нур-Султан,13 Июля 2021,+26°,+16°
Нур-Султан,14 Июля 2021,+27°,+15°
Нур-Султан,15 Июля 2021,+27°,+15°
Нур-Султан,16 Июля 2021,+26°,+15°
Нур-Султан,17 Июля 2021,+27°,+15°
Нур-Султан,18 Июля 2021,+29°,+15°
Нур-Султан,19 Июля 2021,+27°,+15°
Нур-Султан,20 Июля 2021,+28°,+16°
Нур-Султан,21 Июля 2021,+27°,+16°
Нур-Султан,22 Июля 2021,+24°,+14°
Нур-Султан,23 Июля 2021,+26°,+14°
Нур-Султан,24 Июля 2021,+26°,+15°
Нур-Султан,25 Июля 2021,+27°,+14°
Нур-Султан,26 Июля 2021,+28°,+16°
Нур-Султан,27 Июля 2021,+26°,+16°
Нур-Султан,28 Июля 2021,+25°,+15°
Нур-Султан,29 Июля 2021,+26°,+14°
Нур-Султан,30 Июля 2021,+27°,+15°
Нур-Султан,31 Июля 2021,+28°,+16°
Нур-Султан,1 Августа 2021,+27°,+16°
Нур-Султан,2 Августа 2021,+26°,+15°
Нур-Султан,3 Августа 2021,+26°,+15°
Нур-Султан,4 Августа 2021,+26°,+16°
Нур-Султан,5 Августа 2021,+27°,+15°
Нур-Султан,6 Августа 2021,+28°,+16°
Нур-Султан,7 Августа 2021,+28°,+16°
Нур-Султан,8 Августа 2021,+27°,+15°
Нур-Султан,9 Августа 2021,+27°,+15°
Нур-Султан,10 Августа 2021,+26°,+14°
Нур-Султан,11 Августа 2021,+26°,+13°
Нур-Султан,12 Августа 2021,+25°,+14°
Нур-Султан,13 Августа 2021,+26°,+13°
Нур-Султан,14 Августа 2021,+26°,+14°
Нур-Султан,15 Августа 2021,+25°,+14°
Нур-Султан,16 Августа 2021,+26°,+13°
Нур-Султан,17 Августа 2021,+27°,+15°
Нур-Султан,18 Августа 2021,+26°,+15°
Нур-Султан,19 Августа 2021,+27°,+14°
Нур-Султан,20 Августа 2021,+26°,+15°
Нур-Султан,21 Августа 2021,+24°,+14°
Нур-Султан,22 Августа 2021,+25°,+13°
Нур-Султан,23 Августа 2021,+25°,+13°
Нур-Султан,24 Августа 2021,+25°,+13°
Нур-Султан,25 Августа 2021,+23°,+13°
Нур-Султан,26 Августа 2021,+23°,+12°
Нур-Султан,27 Августа 2021,+22°,+12°
Нур-Султан,28 Августа 2021,+24°,+13°
Нур-Султан,29 Августа 2021,+24°,+13°
Нур-Султан,30 Августа 2021,+24°,+12°
Нур-Султан,31 Августа 2021,+24°,+13°
Нур-Султан,1 Сентября 2021,+23°,+12°
Нур-Султан,2 Сентября 2021,+22°,+12°
